,X,UniqueID,CAS,ChemicalNumber,Chemical,FacilityID,Longitude,Latitude,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,StackHeight,StackVelocity,StackDiameter,StackTemperature,ChromHexPercent,ModeledNAICS,PoundsReleased_2016,PoundsReleased_2017,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsPT_2016,PoundsPT_2017,PoundsPT_2018,PoundsPT_2019,PoundsPT_2020,Score_2016,Score_2017,Score_2018,Score_2019,Score_2020,NCScore_2016,NCScore_2017,NCScore_2018,NCScore_2019,NCScore_2020,CScore_2016,CScore_2017,CScore_2018,CScore_2019,CScore_2020,Hazard_2016,Hazard_2017,Hazard_2018,Hazard_2019,Hazard_2020,HazardC_2016,HazardC_2017,HazardC_2018,HazardC_2019,HazardC_2020,HazardNC_2016,HazardNC_2017,HazardNC_2018,HazardNC_2019,HazardNC_2020,population_1km,WhtPercent_1km,NWPercent_1km,HispPercent_1km,BlkPercent_1km,AsianPercent_1km,AmerIndPercent_1km,Under5Percent_1km,ReprodFemPercent_1km,Over64Percent_1km,EduPercent_1km,housing_units_1km,VacPercent_1km,OwnOccPercent_1km,avg_median_income_1km,avg_median_house_value_1km,facility_count_1km,population_5km,WhtPercent_5km,NWPercent_5km,HispPercent_5km,BlkPercent_5km,AsianPercent_5km,AmerIndPercent_5km,Under5Percent_5km,ReprodFemPercent_5km,Over64Percent_5km,EduPercent_5km,housing_units_5km,VacPercent_5km,OwnOccPercent_5km,avg_median_income_5km,avg_median_house_value_5km,facility_count_5km,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,facility_count_10km,GEOID_tract,populationE_tract,WhtPercent_tract,NWPercent_tract,HispPercent_tract,BlkPercent_tract,AsianPercent_tract,AmerIndPercent_tract,Under5Percent_tract,ReprodFemPercent_tract,Over64Percent_tract,EduPercent_tract,housing_unitsE_tract,VacPercent_tract,OwnOccPercent_tract,medincomeE_tract,median_house_valueE_tract,facility_count_tract,GEOID_county,populationE_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_unitsE_county,VacPercent_county,OwnOccPercent_county,medincomeE_county,median_house_valueE_county,facility_count_county,geometry, 
738,749,273_55343SMNCS5951C,123911,273,"1,4-Dioxane",55343SMNCS5951C,-93.44044,44.89492,SUEZ WTS SOLUTIONS USA INC,5951 CLEARWATER DR,MINNETONKA,HENNEPIN,MN,55343,55343,27053,27,13.1,8.7,0.7,312.6,0.2,333999,29377,40812,41582,2711.6,NA,29279.00452,40693.99564,41532.99029,2711.600745,NA,3999.301027,5711.09072,5788.72437,384.0095396,NA,19.44112368,27.68785923,28.26417737,1.847217871,NA,3999.301027,5711.09072,5788.72437,384.0095396,NA,2833846000,3935822000,4017098000,262304000.7,NA,2833846000,3935822000,4017098000,262304000.7,NA,1183097.742,1575975.673,1738513.062,104272.7663,NA,707.2554905,0.823087245,0.176912755,0.013322789,0.110622225,0.031178143,0,0.020499749,0.270290808,0.177901029,0.057257909,397.814006,0.068861143,0.931138857,101254.5,358066.6667,1,29397.50132,0.774720991,0.225279009,0.031384406,0.123513943,0.043368538,0.00117274,0.082703754,0.210009073,0.185898758,0.032273508,13855.76388,0.044542712,0.955457288,101846.35,339184.2105,2,138647.8676,0.78883932,0.21116068,0.043146594,0.078287509,0.075394915,0.002064469,0.067670236,0.209029686,0.184845426,0.037909299,60685.65295,0.04575789,0.95424211,115641.4853,391731.8182,2,27053026104,3853,0.741759668,0.258240332,0.009083831,0.215157021,0.030885025,0,0.077082793,0.249416039,0.198287049,0.060784314,2324,0.081325301,0.918674699,76792,195500,1,27053,1245837,0.720510789,0.279489211,0.069173576,0.132563088,0.071774237,0.007193557,0.064855194,0.240228056,0.136789965,0.066626937,533880,0.04841912,0.95158088,78167,276900,9,c(-10401742.2002994, 5604993.93260867)
739,750,273_60421STPNCRURAL,123911,273,"1,4-Dioxane",60421STPNCRURAL,-88.15972,41.441667,STEPAN CO MILLSDALE ROAD,22500 STEPAN RD,ELWOOD,WILL,IL,60421,60421,17197,17,29,0.8,0.1,422,0.34,325613,10710,1034542,1150819,1068874,1115661,10710,25329,14017,21875,18354,8936.31,21693.8293,12118.3099,19285.43148,16506.10452,59.57535,144.3893474,80.5547987,128.5670292,110.0328909,8936.31,21693.8293,12118.3099,19285.43148,16506.10452,195486000,464286000,267394000,393832000,330618000,195486000,464286000,267394000,393832000,330618000,1285200,3031041,1673775,2624913,2202219,23.34551688,0.976744186,0.023255814,0.160575858,0.023255814,0,0,0.058693245,0.224806202,0.220376523,0.103546099,10.16034123,0,1,67202,182800,1,1990.273401,0.957069693,0.042930307,0.147615594,0.010868066,0.000759448,0.001174886,0.054283782,0.16294883,0.243670292,0.062469376,762.0623412,0.02221603,0.97778397,80880,187428.5714,4,18144.96733,0.884515478,0.115484522,0.164707119,0.052524105,0.008537828,0.003445654,0.058820355,0.216895728,0.164819609,0.058924634,6545.554267,0.058466665,0.941533335,94176.6875,220406.25,5,17197883306,3453,0.934549667,0.065450333,0.121922966,0.032725167,0,0.001448016,0.083984941,0.232551405,0.106863597,0.067446043,1162,0.01979346,0.98020654,98011,225900,3,17197,689315,0.73467718,0.26532282,0.17374495,0.113070222,0.055182319,0.003004432,0.058945475,0.233848096,0.126087493,0.089626161,243907,0.059075795,0.940924205,86961,232000,6,c(-9813895.13887758, 5077707.34495883)
740,751,273_63401CNTNNHIGHW,123911,273,"1,4-Dioxane",63401CNTNNHIGHW,-91.31424,39.67913,CONTINENTAL CEMENT CO LLC,10107 HWY 79,HANNIBAL,RALLS,MO,63401,63401,29173,29,117.4,6.3,3.7,433.2,0.08,327310,279.64,647.3,1685.92,NA,NA,279.64,647.3,1685.92,NA,NA,0.480983,1.01239,4.873888,NA,NA,0.00320656,0.00674926,0.03249252,NA,NA,0.480983,1.01239,4.873888,NA,NA,25910720,60277400,140472560,NA,NA,25910720,60277400,140472560,NA,NA,33556.8,77676,202310.4,NA,NA,42.27916331,0.99469058,0.00530942,0,0.001956102,0,0,0.048587896,0.206666149,0.141902091,0.096550806,18.27238101,0.125218286,0.874781714,50825,98050,1,1382.738579,0.981305766,0.018694234,0.000745745,0.010198363,4.66E-05,0,0.07228003,0.241038054,0.135434142,0.122780347,635.013542,0.14086637,0.85913363,57072.6,77560,1,12632.10225,0.921985217,0.078014783,0.015841528,0.047925942,0.002656764,0.002226404,0.062128223,0.225808789,0.152841276,0.14766115,6039.730681,0.159586176,0.840413824,50464.9,99290,2,29173470100,3181,0.954731217,0.045268783,0.003772399,0.019805093,0.002200566,0,0.049041182,0.1823326,0.218484753,0.084653689,1443,0.139293139,0.860706861,50861,121200,1,29173,10234,0.96345515,0.03654485,0.012507329,0.013191323,0.005960524,0.00556967,0.051201876,0.186046512,0.209204612,0.102870485,5198,0.223547518,0.776452482,55377,136200,2,c(-10165054.6989748, 4819423.29729794)
741,752,273_63630BCKMNHIGHW,123911,273,"1,4-Dioxane",63630BCKMNHIGHW,-90.686081,37.984252,BUCKMAN LABORATORIES INC,14664 E STATE HWY 47,CADET,WASHINGTON,MO,63630,63630,29221,29,6.1,0.3,0.5,463.7,0.25,325998,1594,2210,571,67,1460,1594,2210,16,27.00000085,1428.999999,1.649947,2.676438,2.714807,4.20295251,27.54211695,0.01099965,0.01784295,0.01809868,0.018941139,0.170903984,1.649947,2.676438,2.714807,4.20295251,27.54211695,158580000,219688000,288000,1388000.085,130927999.9,158580000,219688000,288000,1388000.085,130927999.9,191280,265200,1920,2804.999986,170871.0004,33.63021566,0.99907148,0.00092852,0.044042568,0.000684173,0,0,0.039964619,0.36315589,0.115619427,0.247384338,14.04511266,0.192896873,0.807103127,36801.5,80950,1,1356.998862,0.972078239,0.027921761,0.024105624,0.020737362,0.000464484,0.001027682,0.059471957,0.283673683,0.133992828,0.250250908,577.3831027,0.185839689,0.814160311,59621,98866.66667,1,6479.711406,0.957752986,0.042247014,0.02027807,0.025092252,0.001216447,0.002682316,0.055412613,0.23182869,0.139678259,0.200418572,2787.504752,0.171038823,0.828961177,57348.27273,99660,1,29221460102,3203,1,0,0.015610365,0,0,0,0.034342804,0.262254137,0.134561349,0.250842561,1519,0.236339697,0.763660303,53100,95400,1,29221,24860,0.952574417,0.047425583,0.01391794,0.021279163,0.004987932,0.002614642,0.058246179,0.200040225,0.16230893,0.230596111,11070,0.166124661,0.833875339,41483,94400,2,c(-10095128.3589576, 4577201.38743407)
742,753,273_66736SYSTCCEMEN,123911,273,"1,4-Dioxane",66736SYSTCCEMEN,-95.824133,37.507728,SYSTECH ENVIRONMENTAL CORP,1420 S CEMENT PLANT RD,FREDONIA,WILSON,KS,66736,66736,20205,20,15.1,4,0.7,725.9,0.19,562211,NA,NA,NA,455405,63461,NA,NA,NA,455405,63461,NA,NA,NA,55.4355,1.109084,NA,NA,NA,0.369569,0.0073939,NA,NA,NA,55.4355,1.109084,NA,NA,NA,45499500000,6345280000,NA,NA,NA,45499500000,6345280000,NA,NA,NA,54648600,7615320,3.838412337,0.913489736,0.086510264,0,0.039589443,0,0,0.046920821,0.114369501,0.337243402,0.155241935,1.924834339,0.137426901,0.862573099,56328,205600,1,1738.540743,0.952432613,0.047567387,0.053356969,0.011507752,0,2.56E-06,0.083756551,0.162721438,0.278150069,0.103073979,948.9862551,0.222080915,0.777919085,51777,111650,1,2702.073414,0.940247427,0.059752573,0.055458935,0.010663239,0,0.000214432,0.077049124,0.165656,0.245061829,0.10400195,1497.104233,0.21083081,0.78916919,51777,111650,1,20205097200,1564,0.945652174,0.054347826,0.010230179,0.017263427,0,0.003196931,0.051150895,0.145140665,0.25511509,0.135111111,884,0.263574661,0.736425339,56836,113500,1,20205,8688,0.946362799,0.053637201,0.03211326,0.004604052,0.000460405,0.004949355,0.067334254,0.178637201,0.210174954,0.115057529,4682,0.20717642,0.79282358,48341,73500,1,c(-10667093.6912669, 4510115.80465545)
743,754,273_69145CLNHR5MISO,123911,273,"1,4-Dioxane",69145CLNHR5MISO,-103.659,41.154424,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 S HWY 71,KIMBALL,KIMBALL,NE,69145,69145,31105,31,42.7,0.2,1,416.5,0.19,562211,NA,372.38,730.53,3261.06,4153.3,NA,210.45,129.36,109.52,2221.3,NA,0.19841368,0.16352382,0.0621461,0.4416801,NA,0.001322761,0.001090152,0.000414307,0.002944538,NA,0.19841368,0.16352382,0.0621461,0.4416801,NA,17810920,10287400,9878620,213905400,NA,17810920,10287400,9878620,213905400,NA,25254,15523.2,13142.4,266556,0.791357978,0.943755958,0.056244042,0.036224976,0,0.001906578,0.002859867,0.038131554,0.142993327,0.226882745,0.098089172,0.420951145,0.211469534,0.788530466,58837,83400,1,19.78394944,0.943755958,0.056244042,0.036224976,0,0.001906578,0.002859867,0.038131554,0.142993327,0.226882745,0.098089172,10.52377864,0.211469534,0.788530466,58837,83400,1,125.443864,0.935371711,0.064628289,0.070375703,0.001091679,0.00250557,0.016377457,0.028746816,0.15937943,0.237576069,0.091370972,64.8718083,0.167203311,0.832796689,52851.66667,82066.66667,1,31105954500,3576,0.936800895,0.063199105,0.092841163,0.00139821,0.003355705,0.020973154,0.029362416,0.179809843,0.255592841,0.101701323,1943,0.170355121,0.829644879,48056,80500,1,31105,3633,0.942196532,0.057803468,0.09551335,0.000825764,0.003303055,0.011560694,0.0388109,0.175061932,0.245802367,0.112776321,1924,0.18035343,0.81964657,53403,82600,1,c(-11539267.0961399, 5035145.92080054)
744,755,273_70057NNCRBHWY31,123911,273,"1,4-Dioxane",70057NNCRBHWY31,-90.4437,29.9829,ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,355 LA HWY 3142 (GATE 1),HAHNVILLE,ST CHARLES PARISH,LA,70057,70057,22089,22,40.4,8.7,1.2,345.9,0.25,325199,9259,2979.000001,3534.000756,2792,2435.35,9259,2978.000001,3534.000711,2792,2434.14,4026.9513,2514.461087,2574.02368,1670.51569,1623.505719,11.86368497,2.666624848,3.446722227,3.078447937,2.509671478,4026.9513,2514.461087,2574.02368,1670.51569,1623.505719,330252000,207518000.1,213344071.1,138242000,134682000,330252000,207518000.1,213344071.1,138242000,134682000,937515.1,194061.1001,265218.0853,241689,195787.8,175.6750058,0.435772358,0.564227642,0.016260163,0.564227642,0,0,0.021138211,0.140650407,0.155284553,0.172086721,86.40925082,0.085950413,0.914049587,29835,150800,1,4475.75016,0.689938188,0.310061812,0.022487553,0.28044793,0.000215541,0.010586498,0.057237171,0.20933596,0.129263556,0.123518943,1865.244028,0.091010533,0.908989467,61584.14286,175825,3,22240.21117,0.701035696,0.298964304,0.063764318,0.262485793,0.00527312,0.003386456,0.054811929,0.214482796,0.136466111,0.126381834,8929.905609,0.082825572,0.917174428,74589.52632,233076.1905,6,22089062700,4794,0.432415519,0.567584481,0.070504798,0.522736754,0,0.000625782,0.008969545,0.205465165,0.135168961,0.19292706,1828,0.111050328,0.888949672,51011,162300,1,22089,52773,0.692437421,0.307562579,0.061262388,0.266405169,0.010005116,0.003619275,0.061660319,0.227976427,0.130369697,0.099786962,20710,0.072332207,0.927667793,69019,201700,8,c(-10068146.6294596, 3501351.98726488)
745,756,273_70765NSXDX21255,123911,273,"1,4-Dioxane",70765NSXDX21255,-91.241389,30.316389,INEOS OXIDE A DIV OF INEOS AMERICAS LLC,21255A HWY 1 S,PLAQUEMINE,IBERVILLE PARISH,LA,70765,70765,22047,22,12.2,0,0.1,298.2,0.25,325199,9367.14,9142.710002,1701.240002,0.0112,4.227612,9367.14,9142.710002,1701.240002,0.0112,4.227612,0.006693636,25.28200139,74.5938014,0.00763001,2.898319458,4.46E-05,0.168547009,0.497292009,5.09E-05,0.01932213,0.006693636,25.28200139,74.5938014,0.00763001,2.898319458,936713180,911191080,161090060,201.6,76097.016,936713180,911191080,161090060,201.6,76097.016,1124056.8,1097125.2,204148.8002,1.344,507.31344,169.2247147,0.959235882,0.040764118,0.026259597,0.040365805,0,0,0.004458759,0.319688015,0.225851981,0.370196584,114.1060239,0.186842519,0.813157481,61991.5,150200,4,7155.011701,0.424398078,0.575601922,0.02621615,0.564731729,0,0.001135683,0.081353615,0.238213663,0.164880542,0.181324308,2960.64055,0.139638756,0.860361244,73215.72727,185981.8182,5,23423.47183,0.510558517,0.489441483,0.035705832,0.454524767,0.00219706,0.00135788,0.075332672,0.254528823,0.12655689,0.128724544,9483.980027,0.15597103,0.84402897,69716.11111,193277.7778,6,22047952702,3451,0.423355549,0.576644451,0.007244277,0.576644451,0,0,0.045204289,0.261663286,0.213271516,0.264013693,1424,0.117275281,0.882724719,56421,149800,4,22047,32822,0.496069709,0.503930291,0.026049601,0.48238986,0.000426543,0.000792152,0.055846688,0.224087502,0.151514228,0.2035598,13396,0.186100328,0.813899672,50161,143700,9,c(-10156944.962751, 3544283.87417319)
746,757,273_70765THDWCHIGHW,123911,273,"1,4-Dioxane",70765THDWCHIGHW,-91.239015,30.320903,THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,21255 LA HWY 1 S,PLAQUEMINE,IBERVILLE PARISH,LA,70764,70764,22047,22,0.3,3.9,0,298.2,0.25,325199,644,3150.001,1482.001,NA,NA,644,3150.001,1482.001,NA,NA,724.814697,3755.483743,1752.634006,NA,NA,0.602834295,1.482183363,0.802379594,NA,NA,724.814697,3755.483743,1752.634006,NA,NA,57102000,310162100,143772100,NA,NA,57102000,310162100,143772100,NA,NA,28995,109083.22,53604.12,NA,NA,155.255343,0.881231493,0.118768507,0.042910687,0.113258627,0,0,0.026784135,0.27963658,0.202403765,0.342506324,94.93211576,0.174158861,0.825841139,74306,151650,4,6321.370459,0.460580577,0.539419423,0.026013167,0.525248925,0,0.00133786,0.079359495,0.233658351,0.166193239,0.18027636,2534.323815,0.119205863,0.880794137,76102.66667,192544.4444,5,25452.27099,0.535739403,0.464260597,0.036544209,0.42335603,0.006467873,0.001257255,0.072979471,0.266211651,0.123291607,0.122127114,10324.99022,0.155404222,0.844595778,72869.15,206120,6,22047952702,3451,0.423355549,0.576644451,0.007244277,0.576644451,0,0,0.045204289,0.261663286,0.213271516,0.264013693,1424,0.117275281,0.882724719,56421,149800,4,22047,32822,0.496069709,0.503930291,0.026049601,0.48238986,0.000426543,0.000792152,0.055846688,0.224087502,0.151514228,0.2035598,13396,0.186100328,0.813899672,50161,143700,9,c(-10156680.6902798, 3544865.98486969)
747,758,273_70791GRNTCHWY61,123911,273,"1,4-Dioxane",70791GRNTCHWY61,-91.23737,30.61349,BASF CORP,111 W IRENE RD,ZACHARY,EAST BATON ROUGE PARISH,LA,70791,70791,22033,22,9.3,18.4,1.1,449.8,0.25,325199,101774,70584,67746,30129,NA,94838,45384,51585,27170,NA,6745.6462,5304.4774,1966.5182,1187.009764,NA,6.892613,6.507202,5.282399,4.03176856,NA,6745.6462,5304.4774,1966.5182,1187.009764,NA,9315290000,4369070000,5001224000,2598674000,NA,9315290000,4369070000,5001224000,2598674000,NA,10786263.6,5001771.1,6071271.1,3202197,NA,34.49051382,0.162380191,0.837619809,0.174014259,0.732774472,0.007073136,0,0.042695303,0.24223972,0.080004702,0.138912303,13.55176281,0.076865564,0.923134436,62600.5,212100,1,2294.012566,0.297235851,0.702764149,0.057210668,0.63902678,0.019717068,0,0.026535058,0.301702412,0.101186593,0.065617815,895.872021,0.119538608,0.880461392,70335.5,202840,1,21612.7578,0.38838521,0.61161479,0.019938047,0.574598129,0.015227953,0.000116794,0.054225954,0.244723877,0.122879202,0.077579952,7950.633093,0.109897997,0.890102003,67010.68,169344,2,22033004603,4456,0.455116697,0.544883303,0.071813285,0.489901257,0.005610413,0,0.043761221,0.285682226,0.093806104,0.06391108,1892,0.148520085,0.851479915,78229,259800,2,22033,443763,0.468346843,0.531653157,0.041835394,0.460971284,0.032292012,0.001791497,0.065906802,0.253308635,0.137239923,0.095234531,194236,0.153884965,0.846115035,54948,194000,9,c(-10156497.5697175, 3582654.53933513)
748,759,273_7080WCSRVC131AI,123911,273,"1,4-Dioxane",7080WCSRVC131AI,-91.181783,30.507912,ECO-SERVICES OPERATIONS,1301 AIRLINE HWY,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,70805,22033,22,39.6,35.4,1.1,305.4,0.25,325180,8.1,1.23,4.8216666,0.5,13.12,3.4,0.2,0.2,0.1,11.9,5.621148,0.2499426,0.2318752,0.0201293,25.1017487,0.03747435,0.001666287,0.001545831,0.000134195,0.167345325,5.621148,0.2499426,0.2318752,0.0201293,25.1017487,61200,3600,3600,1800,214200,61200,3600,3600,1800,214200,408,24,24,12,1428,776.6047999,0.054159258,0.945840742,0.015451777,0.922067615,0.003009786,0,0.054077696,0.354842942,0.049773371,0.464480431,171.5761448,0.226588764,0.773411236,32523,75900,1,29015.80895,0.043401242,0.956598758,0.01575426,0.930011824,0.001007826,0.003237626,0.076798797,0.229551637,0.116953347,0.23497614,11018.66172,0.177232012,0.822767988,32609.09091,88203.09375,7,120683.6923,0.159554865,0.840445135,0.021697019,0.804119195,0.004433705,0.001893431,0.078761531,0.241249921,0.135846661,0.183156827,52459.69728,0.177818126,0.822181874,41787.9292,135599.9911,9,22033003000,4204,0.082540438,0.917459562,0.023549001,0.89961941,0.002378687,0,0.03829686,0.348239772,0.075166508,0.203272498,1101,0.163487738,0.836512262,23097,81800,7,22033,443763,0.468346843,0.531653157,0.041835394,0.460971284,0.032292012,0.001791497,0.065906802,0.253308635,0.137239923,0.095234531,194236,0.153884965,0.846115035,54948,194000,9,c(-10150309.6531828, 3569005.70039724)
749,760,273_71730NVRNM309AM,123911,273,"1,4-Dioxane",71730NVRNM309AM,-92.6308,33.2044,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIR UNION,EL DORADO,UNION,AR,71730,71730,5139,5,60,12.8,2.7,355.4,0.19,562211,301.81,93.44,138.5,74.61,29,1.66,91.82,138.43,59.56,29,0.937608318,62.141554,106.6848048,45.2392196,20.68361199,0.006250719,0.41427703,0.711231699,0.301594797,0.13789108,0.937608318,62.141554,106.6848048,45.2392196,20.68361199,29880,1652760,2491740,1074540,522000,29880,1652760,2491740,1074540,522000,199.2,11018.4,16611.6,7147.2,3480,285.3374551,0.243963432,0.756036568,0.061314172,0.705183221,0,0,0.007629245,0.248700018,0.116642005,0.277020677,109.8888253,0.256308528,0.743691472,36578.5,60600,1,9131.698284,0.398642551,0.601357449,0.101938424,0.576926479,0.003223855,0.001445523,0.091518105,0.225217373,0.156647913,0.215055701,4618.384905,0.245811502,0.754188498,45507.58824,116180,3,20179.57049,0.534895766,0.465104234,0.060446213,0.438776726,0.010525432,0.001086165,0.075262593,0.229762649,0.163986056,0.163033792,9947.899733,0.191593556,0.808406444,52413.76,127134.7826,4,5139951000,4048,0.344120553,0.655879447,0.166749012,0.623764822,0,0.001729249,0.0625,0.22826087,0.141304348,0.249903883,1850,0.242702703,0.757297297,28581,52200,1,5139,39449,0.638824812,0.361175188,0.039975665,0.326674947,0.00654009,0.008796167,0.066693706,0.212527567,0.172475855,0.150543661,20031,0.214916879,0.785083121,44663,86500,7,c(-10311613.4877736, 3922466.1783062)
750,761,273_71753THYLCHIGHW,123911,273,"1,4-Dioxane",71753THYLCHIGHW,-93.31584,33.263312,ALBEMARLE CORP WEST PLANT,1550 HWY 371 S,MAGNOLIA,COLUMBIA,AR,71753,71753,5027,5,17.6,9.6,0.7,382.6,0.25,325180,121339,NA,NA,NA,NA,121339,NA,NA,NA,NA,227.836,NA,NA,NA,NA,1.518906,NA,NA,NA,NA,227.836,NA,NA,NA,NA,11829352000,NA,NA,NA,NA,11829352000,NA,NA,NA,NA,14560680,NA,NA,NA,NA,14.29241726,0.90092914,0.09907086,0.000534804,0.096396841,0,0,0.045280347,0.195471726,0.183052004,0.101785964,7.610547588,0.372646848,0.627353152,39610.5,139250,1,640.1834524,0.574837539,0.425162461,0.001005419,0.424228498,0,0,0.039846962,0.254349763,0.18653467,0.117588215,317.3236025,0.328321332,0.671678668,36821.25,89525,1,8684.606924,0.467330642,0.532669358,0.027282544,0.517410624,0.009238282,0.001252575,0.075979061,0.291885984,0.152035025,0.136280887,4230.186436,0.28039952,0.71960048,39217.36364,109510,1,5027950302,3398,0.743084167,0.256915833,0.000294291,0.255444379,0,0,0.035903473,0.21718658,0.195703355,0.119423164,1778,0.359392576,0.640607424,44148,111200,1,5027,23776,0.605484522,0.394515478,0.027128197,0.361372813,0.010683042,0.002018843,0.060775572,0.246971736,0.170970727,0.141259123,11666,0.266072347,0.733927653,36193,81900,3,c(-10387871.7917466, 3930306.60866852)
751,762,273_74116BLCRC2609N,123911,273,"1,4-Dioxane",74116BLCRC2609N,-95.8117,36.1941,CENTRAL PLAINS CEMENT CO,2609 N 145TH E AVE,TULSA,ROGERS,OK,74116,74116,40131,40,13.1,21.7,2.1,533.2,0.08,327310,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0.266518,NA,NA,NA,NA,0.00177678,NA,NA,NA,NA,0.266518,NA,NA,NA,NA,18000,NA,NA,NA,NA,18000,NA,NA,NA,NA,120,123.2231345,0.655592282,0.344407718,0.170922296,0.059333384,0.03155724,0.091799381,0.058211444,0.208016126,0.136727617,0.141906433,55.29797954,0.12208994,0.87791006,49216,118200,1,3363.675875,0.598143013,0.401856987,0.215208954,0.086364372,0.033001087,0.085699507,0.07387511,0.211454484,0.116014828,0.176270633,1530.277744,0.141175525,0.858824475,59080.33333,155466.6667,1,49748.16961,0.639290953,0.360709047,0.27677562,0.099076192,0.027531398,0.066999669,0.079979728,0.220565894,0.128741969,0.186329746,19686.95991,0.101241413,0.898758587,51343.4902,116088,2,40131050407,2163,0.748035136,0.251964864,0.086453999,0.017105871,0.041146556,0.099861304,0.034211743,0.205270458,0.170596394,0.087069526,920,0.080434783,0.919565217,70682,153500,1,40131,91353,0.746488895,0.253511105,0.047562751,0.010289755,0.015007717,0.126618721,0.058334154,0.22045253,0.159348899,0.079733195,37994,0.085250303,0.914749697,65434,162300,1,c(-10665709.6560379, 4327362.20596839)
752,763,273_77012XDNCR101CO,123911,273,"1,4-Dioxane",77012XDNCR101CO,-95.27017,29.72061,HUNTSMAN INTERNATIONAL LLC,101 CONCRETE ST,HOUSTON,HARRIS,TX,77012,77012,48201,48,4.6,6.1,2.3,319.3,0.25,325110,499639,421335,542702,436697,334660,499639,421335,542702,436697,334660,7653.965,9069.156,2999.92,3014.63,1945.4,51.0265,60.461,19.9994,20.09751,12.96937,7653.965,9069.156,2999.92,3014.63,1945.4,49834832000,41983030000,54203534000,43603034000,3.34E+10,49834832000,41983030000,54203534000,43603034000,3.34E+10,59956680,50560200,65124240,52403640,40159200,1340.415908,0.503584216,0.496415784,0.920328185,0.063229801,0,0.014277614,0.066371079,0.231316089,0.11648635,0.38193524,550.7032704,0.192829768,0.807170232,38129,72525,2,79397.72671,0.57713817,0.42286183,0.874452414,0.056496727,0.016411967,0.005918681,0.077413208,0.222683347,0.105309395,0.404691603,28044.37867,0.122709947,0.877290053,45307.22059,109581.25,7,349583.2416,0.562864684,0.437135316,0.756942464,0.148943261,0.017727297,0.00579335,0.080098002,0.242894957,0.10289559,0.367060136,124255.9847,0.117906102,0.882093898,46276.341,122414.8107,13,48201311400,1526,0.475753604,0.524246396,0.941677588,0.06225426,0,0.020969856,0.066186107,0.272608126,0.076671035,0.367914439,559,0.168157424,0.831842576,35313,83700,2,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10605426.8121886, 3467687.18078803)
753,764,273_77507CRPNT11002,123911,273,"1,4-Dioxane",77507CRPNT11002,-95.0455,29.62001,E R CARPENTER LP,11002 CHOATE RD,PASADENA,HARRIS,TX,77507,77507,48201,48,11.6,18.8,0.2,616.5,0.25,325199,NA,86,185.47,127.06,117.83,NA,86,185.47,127.06,117.83,NA,140.4045,315.385,203.3943,198.1468,NA,0.936027,2.102561,1.355962,1.320976,NA,140.4045,315.385,203.3943,198.1468,NA,1548000,3338460,2578180,2120940,NA,1548000,3338460,2578180,2120940,NA,10320,22256.4,15247.2,14139.6,78.97630544,0.75,0.25,0.295230263,0.134868421,0.003289474,0.003289474,0.014802632,0.285361842,0.102796053,0.193866375,47.28186707,0.20467033,0.79532967,60208,99400,4,11963.60351,0.844538465,0.155461535,0.229191742,0.057484839,0.015580886,0.002751638,0.057005968,0.228995833,0.136164062,0.079743397,4777.547962,0.0936884,0.9063116,104894.75,216837.5,15,94608.54009,0.790395857,0.209604143,0.240005285,0.05793025,0.045735151,0.005051827,0.059404335,0.223471443,0.145057091,0.073353331,38028.06026,0.069431011,0.930568989,99164.76812,232759.1549,17,48201343700,3948,0.678318136,0.321681864,0.367527862,0.22745694,0.001013171,0.001013171,0.077254306,0.28698075,0.090425532,0.213704994,1553,0.109465551,0.890534449,62559,114600,11,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10580416.6621921, 3454798.59059133)
